timestamp,raw_value
1725841384.828063,-18
1725841384.8406122,10
1725841384.8526132,27
1725841384.8646176,-7
1725841384.8790867,-12
1725841384.8913968,44
1725841384.9033055,44
1725841384.9163063,9
1725841384.9278529,56
1725841384.9408627,23
1725841384.952493,-9
1725841384.964587,37
1725841384.976404,37
1725841384.9882545,80
1725841385.0002534,41
1725841385.013255,33
1725841385.0262647,20
1725841385.038266,70
1725841385.0514915,75
1725841385.0634937,53
1725841385.0755467,49
1725841385.0869412,102
1725841385.0999484,61
1725841385.1117861,12
1725841385.124271,25
1725841385.1355693,25
1725841385.1485696,7
1725841385.1605694,58
1725841385.17258,10
1725841385.1845942,74
1725841385.1965985,19
1725841385.2086039,59
1725841385.2216046,59
1725841385.2333174,42
1725841385.2453823,-46
1725841385.2583861,70
1725841385.271394,38
1725841385.285393,68
1725841385.2973948,42
1725841385.3093941,42
1725841385.321396,60
1725841385.3334563,89
1725841385.3454547,12
1725841385.3578653,43
1725841385.3692136,43
1725841385.3812194,36
1725841385.393602,21
1725841385.4086025,52
1725841385.4206111,58
1725841385.4330852,34
1725841385.4456165,-29
1725841385.4584668,13
1725841385.471482,59
1725841385.4844823,59
1725841385.497486,36
1725841385.5096974,19
1725841385.521915,22
1725841385.5349138,39
1725841385.54792,38
1725841385.5604503,8
1725841385.572453,44
1725841385.5846806,44
1725841385.5976858,44
1725841385.609682,44
1725841385.6216834,74
1725841385.634684,19
1725841385.6467006,7
1725841385.6596963,-13
1725841385.671704,12
1725841385.6837142,22
1725841385.6957166,-5
1725841385.7087297,-5
1725841385.721737,-5
1725841385.7343302,74
1725841385.7461715,39
1725841385.7580354,41
1725841385.7698362,83
1725841385.7848358,121
1725841385.79784,69
1725841385.8104036,53
1725841385.8220458,80
1725841385.8355649,61
1725841385.8485663,26
1725841385.8605719,-26
1725841385.872155,8
1725841385.883972,67
1725841385.8953743,148
1725841385.9073753,214
1725841385.9191332,145
1725841385.931424,48
1725841385.9434304,37
1725841385.955784,37
1725841385.9687846,37
1725841385.9809825,9
1725841385.9927924,-5
1725841386.0057933,53
1725841386.0190804,85
1725841386.0324688,48
1725841386.043701,57
1725841386.05605,57
1725841386.0686715,57
1725841386.0806813,57
1725841386.0936823,58
1725841386.1066883,-2
1725841386.118688,9
1725841386.1313057,-40
1725841386.14359,-50
1725841386.15577,81
1725841386.1678462,21
1725841386.1798468,-9
1725841386.1921446,-9
1725841386.2041228,33
1725841386.217123,13
1725841386.2308536,80
1725841386.2428553,-4
1725841386.2557433,-69
1725841386.2678564,-74
1725841386.2798593,-42
1725841386.292871,-13
1725841386.3040621,-10
1725841386.3168986,-10
1725841386.3298852,49
1725841386.3418858,68
1725841386.3547232,57
1725841386.366724,69
1725841386.3783877,23
1725841386.3901143,69
1725841386.4041123,81
1725841386.4163332,90
1725841386.428336,90
1725841386.4406545,122
1725841386.4528506,68
1725841386.464851,67
1725841386.4772437,-1
1725841386.4898207,42
1725841386.502237,21
1725841386.5147214,7
1725841386.5287178,0
1725841386.541779,4
1725841386.55378,4
1725841386.5675895,54
1725841386.5792215,-34
1725841386.5912223,42
1725841386.603223,12
1725841386.616224,58
1725841386.6292253,130
1725841386.640844,186
1725841386.6538448,139
1725841386.6660302,139
1725841386.678349,26
1725841386.6903498,90
1725841386.702452,64
1725841386.716453,40
1725841386.729077,-3
1725841386.7410867,23
1725841386.7530901,6
1725841386.7679005,28
1725841386.781899,-6
1725841386.7945695,69
1725841386.806572,86
1725841386.8187346,22
1725841386.8313453,3
1725841386.8437138,54
1725841386.8555813,18
1725841386.8675804,70
1725841386.8817363,48
1725841386.894995,54
1725841386.9076664,48
1725841386.9206674,59
1725841386.932996,103
1725841386.9449956,23
1725841386.9573312,37
1725841386.9700043,37
1725841386.9830043,33
1725841386.9959588,21
1725841387.0089579,50
1725841387.021968,50
1725841387.0339694,44
1725841387.0466013,-22
1725841387.0581458,-8
1725841387.07015,2
1725841387.0836833,28
1725841387.095855,38
1725841387.1088548,68
1725841387.1211054,87
1725841387.1341019,18
1725841387.1479187,56
1725841387.15992,-6
1725841387.1719217,42
1725841387.1848307,-17
1725841387.1978312,42
1725841387.2098315,40
1725841387.2218328,40
1725841387.233834,32
1725841387.2458389,61
1725841387.2598403,61
1725841387.2728508,61
1725841387.2848532,57
1725841387.2978525,25
1725841387.3098626,11
1725841387.3228645,21
1725841387.33488,66
1725841387.3468451,18
1725841387.3588462,43
1725841387.3710732,50
1725841387.3850775,93
1725841387.397003,44
1725841387.4094644,18
1725841387.4212425,80
1725841387.4336267,39
1725841387.4463143,6
1725841387.4582615,22
1725841387.4699578,16
1725841387.4819584,9
1725841387.493497,9
1725841387.5054963,91
1725841387.519825,59
1725841387.5318706,34
1725841387.543875,27
1725841387.5569744,16
1725841387.570976,73
1725841387.5830069,93
1725841387.5958903,59
1725841387.608886,59
1725841387.6208901,86
1725841387.6338904,-23
1725841387.6473815,33
1725841387.662383,43
1725841387.674332,93
1725841387.6868281,163
1725841387.699107,119
1725841387.7110932,28
1725841387.7240949,12
1725841387.735922,12
1725841387.7480009,-28
1725841387.7600021,27
1725841387.7720823,61
1725841387.7860832,58
1725841387.7990918,51
1725841387.8130927,64
1725841387.8260996,36
1725841387.8380923,26
1725841387.850368,26
1725841387.8630068,49
1725841387.8771355,32
1725841387.8897126,8
1725841387.9019508,35
1725841387.9147308,60
1725841387.9267359,26
1725841387.939738,13
1725841387.9515786,9
1725841387.96401,9
1725841387.9766161,-12
1725841387.9888327,68
1725841388.004834,37
1725841388.0175936,53
1725841388.0295942,49
1725841388.0422783,54
1725841388.054854,8
1725841388.066858,37
1725841388.0793667,65
1725841388.0913682,82
1725841388.104487,49
1725841388.116599,-5
1725841388.1296,-11
1725841388.1416013,-11
1725841388.1534843,2
1725841388.1664932,-23
1725841388.1784673,22
1725841388.19147,57
1725841388.2050369,57
1725841388.2170367,8
1725841388.2293363,22
1725841388.2417943,112
1725841388.2544627,59
1725841388.2664714,-4
1725841388.2790103,-12
1725841388.2920098,57
1725841388.3054378,80
1725841388.3184383,112
1725841388.3310826,81
1725841388.344084,36
1725841388.3564672,52
1725841388.3690753,23
1725841388.3820753,-3
1725841388.3967087,40
1725841388.4097128,48
1725841388.4222362,138
1725841388.4342346,122
1725841388.447882,104
1725841388.4604309,1
1725841388.4724312,44
1725841388.4849427,48
1725841388.4999418,23
1725841388.5120945,34
1725841388.5241034,68
1725841388.537097,104
1725841388.5501006,65
1725841388.5631099,65
1725841388.5756004,42
1725841388.5906012,92
1725841388.6036024,90
1725841388.6166043,69
1725841388.6296086,35
1725841388.6416116,121
1725841388.6546147,66
1725841388.6666133,29
1725841388.678614,29
1725841388.690618,139
1725841388.7025857,84
1725841388.7155871,116
1725841388.7286,-3
1725841388.7412066,49
1725841388.7542083,50
1725841388.7668314,34
1725841388.7798302,37
1725841388.791837,57
1725841388.8044615,64
1725841388.8184617,39
1725841388.8324683,69
1725841388.8444743,18
1725841388.8574743,18
1725841388.8690515,69
1725841388.8813066,83
1725841388.8936818,19
1725841388.9063659,9
1725841388.918368,12
1725841388.930532,10
1725841388.9427369,35
1725841388.9557405,6
1725841388.9679563,115
1725841388.9799573,51
1725841388.9920316,33
1725841389.0048394,33
1725841389.0168421,7
1725841389.0284784,7
1725841389.0404778,16
1725841389.052279,87
1725841389.065448,41
1725841389.0774515,43
1725841389.0900726,80
1725841389.1050763,84
1725841389.117185,36
1725841389.1290357,-38
1725841389.1412067,49
1725841389.1547177,41
1725841389.1687176,-17
1725841389.1822,-14
1725841389.1942005,6
1725841389.206219,69
1725841389.2190974,5
1725841389.2320962,49
1725841389.2441099,45
1725841389.2571108,76
1725841389.2695315,89
1725841389.2823453,67
1725841389.2953436,69
1725841389.3074138,73
1725841389.3208394,29
1725841389.3330042,40
1725841389.3448443,13
1725841389.3578465,65
1725841389.3698583,70
1725841389.3828578,70
1725841389.3950613,32
1725841389.407454,19
1725841389.4204557,19
1725841389.4323006,-45
1725841389.4445667,53
1725841389.4569817,64
1725841389.4695756,16
1725841389.4825776,9
1725841389.4945874,80
1725841389.5075934,85
1725841389.5205905,19
1725841389.533588,21
1725841389.5466032,27
1725841389.559079,80
1725841389.5710835,85
1725841389.5837345,26
1725841389.596584,70
1725841389.6095862,27
1725841389.6229365,52
1725841389.6359386,65
1725841389.6484063,35
1725841389.6609454,39
1725841389.672943,91
1725841389.6849644,53
1725841389.699966,83
1725841389.7120469,56
1725841389.7242086,57
1725841389.7365549,57
1725841389.74937,20
1725841389.761371,19
1725841389.7739089,18
1725841389.7866096,104
1725841389.7996101,44
1725841389.812934,-17
1725841389.8259373,48
1725841389.8389418,180
1725841389.8539429,180
1725841389.8657799,104
1725841389.8774226,52
1725841389.8897007,52
1725841389.9013145,41
1725841389.917315,8
1725841389.929121,16
1725841389.9407737,17
1725841389.9527726,26
1725841389.96478,-4
1725841389.9807813,-9
1725841389.9937606,61
1725841390.0057693,50
1725841390.0177765,48
1725841390.0315313,-34
1725841390.0436618,55
1725841390.0556688,9
1725841390.067671,17
1725841390.0808017,36
1725841390.093577,51
1725841390.1073525,119
1725841390.119358,52
1725841390.1323597,76
1725841390.1449516,39
1725841390.1569545,43
1725841390.1699543,8
1725841390.183856,-25
1725841390.1968577,64
1725841390.2088103,68
1725841390.2238102,86
1725841390.2362406,27
1725841390.2482402,-8
1725841390.2608774,44
1725841390.2749584,65
1725841390.287961,53
1725841390.3007557,24
1725841390.312757,-25
1725841390.3254352,-25
1725841390.3383856,-25
1725841390.3503854,49
1725841390.3620856,69
1725841390.3741007,40
1725841390.386395,-26
1725841390.3983405,-34
1725841390.4123402,-7
1725841390.424315,40
1725841390.436099,37
1725841390.4489677,40
1725841390.4622662,40
1725841390.4772668,42
1725841390.490267,60
1725841390.505142,109
1725841390.520143,96
1725841390.5334172,41
1725841390.545324,28
1725841390.5576737,19
1725841390.5696883,19
1725841390.583681,44
1725841390.5965967,19
1725841390.6085978,59
1725841390.6226008,84
1725841390.6346068,60
1725841390.6476126,58
1725841390.6604187,21
1725841390.6764226,66
1725841390.6894276,96
1725841390.7044358,91
1725841390.7175066,66
1725841390.7301137,45
1725841390.7430687,66
1725841390.758072,97
1725841390.7700741,85
1725841390.7824774,2
1725841390.794477,40
1725841390.8074868,53
1725841390.8190901,12
1725841390.8320925,6
1725841390.8433862,18
1725841390.855328,85
1725841390.867063,128
1725841390.8796654,-6
1725841390.8928108,-38
1725841390.9050834,-6
1725841390.9168415,-18
1725841390.9289634,-18
1725841390.9407635,84
1725841390.9557626,5
1725841390.9675317,48
1725841390.9794905,35
1725841390.9914913,34
1725841391.0040655,45
1725841391.0190666,91
1725841391.0310717,105
1725841391.0434098,76
1725841391.0558612,70
1725841391.068077,70
1725841391.081082,-37
1725841391.0940788,27
1725841391.1080806,1
1725841391.1207206,105
1725841391.132861,292
1725841391.145999,216
1725841391.1590543,216
1725841391.172052,314
1725841391.1834457,233
1725841391.1954455,288
1725841391.2084467,420
1725841391.2214496,273
1725841391.2344565,173
1725841391.2468283,-9
1725841391.2588274,-99
1725841391.2711184,-99
1725841391.2858503,-154
1725841391.2988496,-360
1725841391.3108544,-231
1725841391.3258555,-228
1725841391.3383546,-211
1725841391.3511941,-137
1725841391.3636878,-129
1725841391.3783433,-43
1725841391.3913426,-44
1725841391.4033484,17
1725841391.4163496,-22
1725841391.4285684,-35
1725841391.441838,17
1725841391.4536724,69
1725841391.466682,52
1725841391.478683,-27
1725841391.4917946,43
1725841391.5038238,87
1725841391.5168262,37
1725841391.5292,13
1725841391.544199,75
1725841391.5557878,131
1725841391.567967,61
1725841391.579974,34
1725841391.59307,70
1725841391.6050708,98
1725841391.6275864,64
1725841391.6411004,-21
1725841391.654103,27
1725841391.6671007,49
1725841391.6811013,112
1725841391.6928828,7
1725841391.7051144,113
1725841391.717018,55
1725841391.7290225,21
1725841391.7410235,17
1725841391.7527845,17
1725841391.7650728,76
1725841391.778074,73
1725841391.7900836,96
1725841391.8015482,26
1725841391.8138518,-14
1725841391.8260753,65
1725841391.8400779,48
1725841391.852553,-3
1725841391.8644671,-3
1725841391.876258,22
1725841391.8899448,25
1725841391.903093,65
1725841391.915115,23
1725841391.926848,25
1725841391.9387555,88
1725841391.9518604,89
1725841391.9658573,24
1725841391.978424,24
1725841391.9914243,9
1725841392.004425,59
1725841392.0166214,97
1725841392.029622,91
1725841392.041992,86
1725841392.0545883,99
1725841392.0674484,73
1725841392.0806065,66
1725841392.0926068,76
1725841392.1045163,76
1725841392.1166208,2
1725841392.1295865,-13
1725841392.1415977,80
1725841392.1557264,138
1725841392.1687255,52
1725841392.180725,36
1725841392.1929061,77
1725841392.2077315,51
1725841392.2217336,51
1725841392.2342093,-18
1725841392.2492087,-21
1725841392.2611434,85
1725841392.2740853,132
1725841392.2872233,98
1725841392.299963,33
1725841392.3133235,39
1725841392.3260796,-11
1725841392.3380818,5
1725841392.3504663,5
1725841392.3630962,150
1725841392.3760965,133
1725841392.3880866,-10
1725841392.4004407,34
1725841392.4132383,27
1725841392.4252043,-1
1725841392.4380786,-110
1725841392.450072,-114
1725841392.4670734,-55
1725841392.479754,195
1725841392.4927535,188
1725841392.5057545,121
1725841392.517755,50
1725841392.530756,-68
1725841392.5427568,-54
1725841392.5547578,-97
1725841392.5677662,-44
1725841392.580771,-44
1725841392.593696,199
1725841392.6056993,156
1725841392.6186993,89
1725841392.6311407,1
1725841392.643574,70
1725841392.656097,16
1725841392.6676154,32
1725841392.680615,124
1725841392.693012,124
1725841392.7057068,124
1725841392.7187078,52
1725841392.7310688,122
1725841392.746069,53
1725841392.7586067,55
1725841392.7715993,-11
1725841392.7845998,-6
1725841392.7967553,57
1725841392.8097575,-12
1725841392.8234935,0
1725841392.8374996,42
1725841392.849677,-24
1725841392.8624995,76
1725841392.8753545,7
1725841392.8885071,-28
1725841392.901058,35
1725841392.9133637,76
1725841392.925247,76
1725841392.9381301,43
1725841392.9504251,-33
1725841392.9634268,-3
1725841392.9749947,115
1725841392.986994,2
1725841392.9993117,86
1725841393.0118263,128
1725841393.0248268,90
1725841393.0368276,25
1725841393.0495274,25
1725841393.0625286,-77
1725841393.0775304,-35
1725841393.0895307,90
1725841393.1025326,123
1725841393.1175325,171
1725841393.130542,-133
1725841393.1430793,-124
1725841393.1551006,91
1725841393.1672974,91
1725841393.1812954,-179
1725841393.1937234,-203
1725841393.2056944,247
1725841393.2176952,247
1725841393.230713,247
1725841393.2447114,58
1725841393.2567506,-161
1725841393.2697582,186
1725841393.282758,186
1725841393.2947721,-218
1725841393.3097692,-83
1725841393.3215806,259
1725841393.3335803,240
1725841393.3469582,67
1725841393.3589642,98
1725841393.370965,226
1725841393.3836057,201
1725841393.3956065,201
1725841393.4076078,309
1725841393.4208379,129
1725841393.4348383,220
1725841393.4486935,-21
1725841393.4606943,-82
1725841393.473702,90
1725841393.4860632,253
1725841393.499064,4
1725841393.5105302,157
1725841393.5225306,157
1725841393.5365393,274
1725841393.5486944,139
1725841393.562693,-121
1725841393.5759144,101
1725841393.5889149,176
1725841393.601921,183
1725841393.614922,-108
1725841393.6269228,204
1725841393.6391037,204
1725841393.652194,285
1725841393.6649303,0
1725841393.6779332,-242
1725841393.6894848,10
1725841393.702354,198
1725841393.7153535,-13
1725841393.7274432,-219
1725841393.7424438,123
1725841393.7544687,123
1725841393.7662864,-115
1725841393.7790067,-157
1725841393.7905705,96
1725841393.805569,195
1725841393.8195753,179
1725841393.8315732,-65
1725841393.8449426,-187
1725841393.856609,230
1725841393.8700533,85
1725841393.8833654,-134
1725841393.8973653,-141
1725841393.9097352,52
1725841393.9220016,241
1725841393.9340024,224
1725841393.946041,-139
1725841393.961041,-136
1725841393.9729419,51
1725841393.9853601,221
1725841393.998564,11
1725841394.0110672,-183
1725841394.024068,118
1725841394.035355,436
1725841394.0478203,36
1725841394.0598211,152
1725841394.0718825,376
1725841394.0868824,466
1725841394.0988913,6
1725841394.1108637,6
1725841394.1238654,192
1725841394.136877,20
1725841394.151875,121
1725841394.1651497,-97
1725841394.1784313,-330
1725841394.1908855,-268
1725841394.2034447,118
1725841394.2159646,118
1725841394.227663,118
1725841394.2436619,-310
1725841394.2568219,137
1725841394.2688227,133
1725841394.2812326,-90
1725841394.2938385,23
1725841394.3068397,122
1725841394.3198268,259
1725841394.3318279,-260
1725841394.344078,-260
1725841394.3560781,-133
1725841394.369082,166
1725841394.3820887,-65
1725841394.3950906,-193
1725841394.40801,9
1725841394.4200823,229
1725841394.4331484,-138
1725841394.4461308,-204
1725841394.4591312,-137
1725841394.4721327,57
1725841394.4845698,181
1725841394.4984417,-8
1725841394.5128524,-29
1725841394.5268557,-114
1725841394.5390244,-199
1725841394.554024,160
1725841394.5665615,-51
1725841394.5785596,-51
1725841394.591915,276
1725841394.6059158,-155
1725841394.6199157,262
1725841394.6325374,-9
1725841394.6475387,-124
1725841394.6598415,-11
1725841394.672524,345
1725841394.6855252,74
1725841394.6975546,218
1725841394.7105656,-193
1725841394.7227595,295
1725841394.735761,276
1725841394.748891,-197
1725841394.7610614,-168
1725841394.7740655,44
1725841394.7869463,326
1725841394.8039534,243
1725841394.817955,243
1725841394.8319557,-43
1725841394.8449543,-250
1725841394.8579636,91
1725841394.870803,245
1725841394.884604,-24
1725841394.8984604,58
1725841394.911469,-166
1725841394.92447,297
1725841394.9378479,297
1725841394.9504838,-132
1725841394.9647636,-134
1725841394.978479,-90
1725841394.9914944,25
1725841395.0045574,281
1725841395.0225613,196
1725841395.0345635,329
1725841395.0476992,320
1725841395.06043,320
1725841395.072597,-156
1725841395.0854506,184
1725841395.0984612,-204
1725841395.1144593,41
1725841395.1272032,-226
1725841395.1402035,192
1725841395.1534863,272
1725841395.1662252,44
1725841395.1802244,-185
1725841395.1935823,224
1725841395.2055838,276
1725841395.2185874,276
1725841395.234588,39
1725841395.2468622,-266
1725841395.259863,-119
1725841395.272875,295
1725841395.2858918,295
1725841395.3008926,18
1725841395.3128922,-117
1725841395.3248777,-17
1725841395.3370738,133
1725841395.349988,192
1725841395.3630023,-93
1725841395.377,136
1725841395.3894086,196
1725841395.4024162,-75
1725841395.4164212,-75
1725841395.4284294,198
1725841395.4423637,-107
1725841395.4546628,125
1725841395.4676626,140
1725841395.4793751,-200
1725841395.4915948,241
1725841395.5045958,256
1725841395.5163794,-117
1725841395.5323794,-117
1725841395.5463312,-68
1725841395.5593324,55
1725841395.5723453,105
1725841395.5847945,-76
1725841395.5978088,-194
1725841395.6108022,-103
1725841395.6247969,61
1725841395.6378005,-39
1725841395.6505716,105
1725841395.6635764,-380
1725841395.6758358,-153
1725841395.6898408,173
1725841395.702842,135
1725841395.7158434,-2
1725841395.7285025,-193
1725841395.7407365,96
1725841395.7537367,281
1725841395.7687554,281
1725841395.782762,66
1725841395.7948916,-118
1725841395.8098912,99
1725841395.821896,99
1725841395.834433,98
1725841395.847458,-213
1725841395.8605738,-34
1725841395.8733737,56
1725841395.8855596,56
1725841395.897661,-4
1725841395.91067,-134
1725841395.9236708,88
1725841395.9367077,345
1725841395.9497128,153
1725841395.9639616,-137
1725841395.9773283,-132
1725841395.9903295,292
1725841396.0033376,284
1725841396.015678,-155
1725841396.0293179,-164
1725841396.0413234,-13
1725841396.0544782,210
1725841396.067274,102
1725841396.080607,-98
